"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"JHX","James Hardie Industries plc.","13.69","$6.05B","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/jhx",
"JRVR","James River Group Holdings, Ltd.","45.3","$1.37B","2014","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/jrvr",
"JHG","Janus Henderson Group plc","22.54","$4.43B","2017","Finance","Investment Managers","https://www.nasdaq.com/symbol/jhg",
"JSML","Janus Henderson Small Cap Growth Alpha ETF","43.88","$30.8M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jsml",
"JSMD","Janus Henderson Small/Mid Cap Growth Alpha ETF","45.6999","$75.5M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jsmd",
"JOF","Japan Smaller Capitalization Fund Inc","8.72","$247.07M","1990","n/a","n/a","https://www.nasdaq.com/symbol/jof",
"JASN","Jason Industries, Inc.","1.36","$38.08M","2013","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/jasn",
"JASNW","Jason Industries, Inc.","0.0025","n/a","2013","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/jasnw",
"JAZZ","Jazz Pharmaceuticals plc","132.32","$7.51B","2007","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/jazz",
"JBGS","JBG SMITH Properties","42.25","$5.18B","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/jbgs",
"JD","JD.com, Inc.","30.05","$43.49B","2014","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/jd",
"JEF","Jefferies Financial Group Inc.","20.65","$6.01B","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/jef",
"JELD","JELD-WEN Holding, Inc.","21.74","$2.19B","2017","Basic Industries","Forest Products","https://www.nasdaq.com/symbol/jeld",
"JSYN","Jensyn Acquistion Corp.","9.95","$18.1M","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsyn",
"JSYNR","Jensyn Acquistion Corp.","0.2799","n/a","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsynr",
"JSYNU","Jensyn Acquistion Corp.","12.25","n/a","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsynu",
"JSYNW","Jensyn Acquistion Corp.","0.12","n/a","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsynw",
"JRSH","Jerash Holdings (US), Inc.","7.09","$80.29M","2018","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/jrsh",
"JCAP","Jernigan Capital, Inc.","21.72","$446.73M","2015","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/jcap",
"JCAP^B","Jernigan Capital, Inc.","25.43","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jcap^b",
"JBLU","JetBlue Airways Corporation","18.71","$5.63B","2002","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/jblu",
"JCTCF","Jewett-Cameron Trading Company","7.87","$70.34M","n/a","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/jctcf",
"JT","Jianpu Technology Inc.","4.97","$825.51M","2017","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/jt",
"JKS","JinkoSolar Holding Company Limited","20.99","$823.15M","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/jks",
"JMP","JMP Group LLC","3.83","$81.08M","2007","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/jmp",
"JMPB","JMP Group LLC","25.53","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/jmpb",
"JMPD","JMP Group LLC","25.1001","n/a","2017","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/jmpd",
"JMU","JMU Limited","1.64","$1.34M","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/jmu",
"JBSS","John B. Sanfilippo & Son, Inc.","80.12","$912.48M","1991","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/jbss",
"JBT","John Bean Technologies Corporation","114.73","$3.63B","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/jbt",
"BTO","John Hancock Financial Opportunities Fund","34.59","$645.81M","1994","n/a","n/a","https://www.nasdaq.com/symbol/bto",
"HEQ","John Hancock Hedged Equity & Income Fund","14.65","$178.93M","2011","n/a","n/a","https://www.nasdaq.com/symbol/heq",
"JHS","John Hancock Income Securities Trust","14.03","$163.4M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jhs",
"JHI","John Hancock Investors Trust","16.26","$141.58M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jhi",
"HPF","John Hancock Pfd Income Fund II","22.21","$473.07M","2002","n/a","n/a","https://www.nasdaq.com/symbol/hpf",
"HPI","John Hancock Preferred Income Fund","23.14","$602.53M","2002","n/a","n/a","https://www.nasdaq.com/symbol/hpi",
"HPS","John Hancock Preferred Income Fund III","19.06","$602.25M","2003","n/a","n/a","https://www.nasdaq.com/symbol/hps",
"PDT","John Hancock Premium Dividend Fund","16.89","$818.98M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pdt",
"HTD","John Hancock Tax Advantaged Dividend Income Fund","25.15","$889.93M","2004","n/a","n/a","https://www.nasdaq.com/symbol/htd",
"HTY","John Hancock Tax-Advantaged Global Shareholder Yield Fund","7","$77.31M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hty",
"JW.A","John Wiley & Sons, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jw.a",
"JW.B","John Wiley & Sons, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jw.b",
"JNJ","Johnson & Johnson","142.01","$377.04B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/jnj",
"JCI","Johnson Controls International plc","39.58","$35.55B","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/jci",
"JOUT","Johnson Outdoors Inc.","86.7","$870.38M","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/jout",
"JLL","Jones Lang LaSalle Incorporated","152.52","$6.98B","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/jll",
"JNCE","Jounce Therapeutics, Inc.","5.79","$190.91M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/jnce",
"JMEI","Jumei International Holding Limited","2.75","$341.22M","2014","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/jmei",
"JMIA","Jumia Technologies AG","38.86","$2.97B","2019","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/jmia",
"JNPR","Juniper Networks, Inc.","27.65","$9.64B","1999","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/jnpr",
"JP","Jupai Holdings Limited","3.78","$126.93M","2015","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/jp",
"JE","Just Energy Group, Inc.","3.64","$544.24M","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/je",
"JE^A","Just Energy Group, Inc.","22","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/je^a",
"LRN","K12 Inc","30.33","$1.22B","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/lrn",
"KAI","Kadant Inc","92.06","$1.03B","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/kai",
"KDMN","Kadmon Holdings, Inc.","2.33","$295.7M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kdmn",
"KALU","Kaiser Aluminum Corporation","98.85","$1.59B","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/kalu",
"KXIN","Kaixin Auto Holdings","3.36","$88.45M","2017","n/a","n/a","https://www.nasdaq.com/symbol/kxin",
"KXINW","Kaixin Auto Holdings","0.17","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/kxinw",
"KALA","Kala Pharmaceuticals, Inc.","7.43","$251.75M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kala",
"KLDO","Kaleido Biosciences, Inc.","14.45","$428.2M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/kldo",
"KALV","KalVista Pharmaceuticals, Inc.","22.02","$379.79M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kalv",
"KMDA","Kamada Ltd.","5.7354","$231.11M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kmda",
"KAMN","Kaman Corporation","62.74","$1.75B","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/kamn",
"KNDI","Kandi Technologies Group, Inc.","5.2","$267.78M","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/kndi",
"KSU","Kansas City Southern","125.25","$12.6B","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/ksu",
"KSU^","Kansas City Southern","25.5095","n/a","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/ksu^",
"KAR","KAR Auction Services, Inc","56.82","$7.57B","2009","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/kar",
"KPTI","Karyopharm Therapeutics Inc.","4.81","$292.76M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kpti",
"KMF","Kayne Anderson Midstream Energy Fund, Inc","11.79","$567.29M","2010","n/a","n/a","https://www.nasdaq.com/symbol/kmf",
"KYN","Kayne Anderson MLP/Midstream Investment Company","15.69","$1.98B","2004","n/a","n/a","https://www.nasdaq.com/symbol/kyn",
"KYN^F","Kayne Anderson MLP/Midstream Investment Company","25.2454","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kyn^f",
"KZIA","Kazia Therapeutics Limited","3.15","$15.25M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kzia",
"KB","KB Financial Group Inc","40.06","$15.85B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/kb",
"KBH","KB Home","26.25","$2.29B","1986","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/kbh",
"KBLM","KBL Merger Corp. IV","10.3435","$100.84M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/kblm",
"KBLMR","KBL Merger Corp. IV","0.21","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/kblmr",
"KBLMU","KBL Merger Corp. IV","10.95","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/kblmu",
"KBLMW","KBL Merger Corp. IV","0.18","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/kblmw",
"KBR","KBR, Inc.","23.58","$3.34B","2006","Basic Industries","Military/Government/Technical","https://www.nasdaq.com/symbol/kbr",
"KBSF","KBS Fashion Group Limited","3.8475","$8.57M","2013","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/kbsf",
"FRAC","Keane Group, Inc.","10.59","$1.11B","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/frac",
"KRNY","Kearny Financial","14.07","$1.29B","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/krny",
"K","Kellogg Company","56.47","$19.41B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/k",
"KELYA","Kelly Services, Inc.","23.05","$896M","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/kelya",
"KELYB","Kelly Services, Inc.","23.4","$909.61M","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/kelyb",
"KIQ","Kelso Technologies Inc","1.13","$53.3M","n/a","Capital Goods","Railroads","https://www.nasdaq.com/symbol/kiq",
"KEM","Kemet Corporation","18.79","$1.09B","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/kem",
"KMPA","Kemper Corporation","25.6415","n/a","2014","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/kmpa",
"KMPR","Kemper Corporation","90.69","$5.89B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/kmpr",
"KMPH","KemPharm, Inc.","1.37","$36.55M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kmph",
"KMT","Kennametal Inc.","40.77","$3.35B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/kmt",
"KW","Kennedy-Wilson Holdings Inc.","22.51","$3.21B","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/kw",
"KEN","Kenon Holdings Ltd.","19.26","$1.04B","2015","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ken",
"KFFB","Kentucky First Federal Bancorp","7.605","$63.97M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/kffb",
"KDP","Keurig Dr Pepper Inc.","29.05","$40.88B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/kdp",
"KEQU","Kewaunee Scientific Corporation","22.9965","$63.16M","n/a","Capital Goods","Medical Specialities","https://www.nasdaq.com/symbol/kequ",
"KEG","Key Energy Services, Inc.","3.7","$75.39M","2016","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/keg",
"KTCC","Key Tronic Corporation","5.7342","$61.7M","1983","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/ktcc",
"KEY","KeyCorp","17.72","$17.95B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/key",
"KEY^I","KeyCorp","27.7044","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/key^i",
"KEY^J","KeyCorp","25.22","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/key^j",
"KEY^K","KeyCorp","25.1299","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/key^k",
"KEYS","Keysight Technologies Inc.","88.18","$16.58B","2014","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/keys",
"KZR","Kezar Life Sciences, Inc.","19.29","$368.79M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kzr",
"KFRC","Kforce, Inc.","35.96","$930.51M","1995","Technology","Professional Services","https://www.nasdaq.com/symbol/kfrc",
"KRC","Kilroy Realty Corporation","77.9","$7.87B","1997","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/krc",
"KE","Kimball Electronics, Inc.","15.08","$385.23M","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/ke",
"KBAL","Kimball International, Inc.","16.29","$598.03M","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/kbal",
"KRP","Kimbell Royalty Partners","16.66","$781.52M","2017","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/krp",
"KMB","Kimberly-Clark Corporation","127.5","$43.83B","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/kmb",
"KIM","Kimco Realty Corporation","18.2","$7.68B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/kim",
"KIM^I","Kimco Realty Corporation","25.19","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kim^i",
"KIM^J","Kimco Realty Corporation","24.5769","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kim^j",
"KIM^K","Kimco Realty Corporation","24.8293","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kim^k",
"KIM^L","Kimco Realty Corporation","23.4","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kim^l",
"KIM^M","Kimco Realty Corporation","23.44","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kim^m",
"KMI","Kinder Morgan, Inc.","19.53","$44.21B","2011","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/kmi",
"KIN","Kindred Biosciences, Inc.","9.16","$357.29M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kin",
"KGJI","Kingold Jewelry Inc.","0.8543","$56.48M","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/kgji",
"KINS","Kingstone Companies, Inc","10.54","$113.41M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/kins",
"KFS","Kingsway Financial Services, Inc.","2.36","$51.42M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/kfs",
"KNSA","Kiniksa Pharmaceuticals, Ltd.","15.5","$294.66M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/knsa",
"KGC","Kinross Gold Corporation","3.07","$3.84B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/kgc",
"KNSL","Kinsale Capital Group, Inc.","81.85","$1.74B","2016","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/knsl",
"KEX","Kirby Corporation","84.9","$5.08B","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/kex",
"KL","Kirkland Lake Gold Ltd.","31.01","$6.51B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/kl",
"KIRK","Kirkland&#39;s, Inc.","5.87","$84.33M","2002","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/kirk",
"KRG","Kite Realty Group Trust","16.49","$1.38B","2004","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/krg",
"KTOV","Kitov Pharma Ltd.","1.07","$20.8M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ktov",
"KTOVW","Kitov Pharma Ltd.","0.17","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ktovw",
"KKR","KKR & Co. Inc.","24.67","$20.71B","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/kkr",
"KKR^A","KKR & Co. Inc.","26.62","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kkr^a",
"KKR^B","KKR & Co. Inc.","26.55","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kkr^b",
"KIO","KKR Income Opportunities Fund","16.04","$326.26M","2013","n/a","n/a","https://www.nasdaq.com/symbol/kio",
"KREF","KKR Real Estate Finance Trust Inc.","20.46","$1.21B","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/kref",
"KLAC","KLA-Tencor Corporation","128.47","$21.03B","1980","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/klac",
"KLXE","KLX Energy Services Holdings, Inc. ","27.24","$630.05M","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/klxe",
"KNX","Knight Transportation, Inc.","33.3","$5.76B","2017","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/knx",
"KNL","Knoll, Inc.","21.74","$1.08B","2004","Consumer Durables","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/knl",
"KNOP","KNOT Offshore Partners LP","19.55","$639.17M","2013","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/knop",
"KN","Knowles Corporation","19.1","$1.74B","2014","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/kn",
"KOD","Kodiak Sciences Inc","7.55","$278.67M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/kod",
"KSS","Kohl&#39;s Corporation","69.19","$11.29B","1992","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/kss",
"PHG","Koninklijke Philips N.V.","42.29","$38.52B","n/a","Energy","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/phg",
"KOPN","Kopin Corporation","1.28","$107.85M","1992","Technology","Semiconductors","https://www.nasdaq.com/symbol/kopn",
"KOP","Koppers Holdings Inc.","29.31","$604.59M","2006","Basic Industries","Forest Products","https://www.nasdaq.com/symbol/kop",
"KEP","Korea Electric Power Corporation","11.93","$15.32B","1994","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/kep",
"KF","Korea Fund, Inc. (The)","30.34","$159.09M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kf",
"KFY","Korn Ferry ","47.62","$2.69B","1999","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/kfy",
"KRNT","Kornit Digital Ltd.","28.75","$1.01B","2015","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/krnt",
"KOS","Kosmos Energy Ltd.","6.6","$2.65B","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/kos",
"KOSS","Koss Corporation","2.0218","$14.97M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/koss",
"KWEB","KraneShares Trust KraneShares CSI China Internet ETF","49.64","$168.78M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kweb",
"KRA","Kraton Corporation","33.05","$1.06B","2009","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/kra",
"KTOS","Kratos Defense & Security Solutions, Inc.","16.03","$1.7B","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/ktos",
"KR","Kroger Company (The)","25.74","$20.55B","n/a","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/kr",
"KRO","Kronos Worldwide Inc","13.39","$1.55B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/kro",
"KRYS","Krystal Biotech, Inc.","31.37","$453.09M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/krys",
"KT","KT Corporation","12.08","$5.92B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/kt",
"KLIC","Kulicke and Soffa Industries, Inc.","23.55","$1.56B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/klic",
"KURA","Kura Oncology, Inc.","15.78","$602.55M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kura",
"KVHI","KVH Industries, Inc.","9.99","$178.34M","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/kvhi",
"LB","L Brands, Inc.","25.92","$7.13B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/lb",
"FSTR","L.B. Foster Company","21.83","$230.99M","n/a","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/fstr",
"SCX","L.S. Starrett Company (The)","8.2","$56.52M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/scx",
"LLL","L3 Technologies, Inc.","230.09","$18.28B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/lll",
"LJPC","La Jolla Pharmaceutical Company","8.26","$223.71M","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/ljpc",
"LH","Laboratory Corporation of America Holdings","164.95","$16.28B","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/lh",
"LADR","Ladder Capital Corp","17.71","$2.12B","2014","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ladr",
"LTS","Ladenburg Thalmann Financial Services Inc","3.85","$572.13M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/lts",
"LTS^A","Ladenburg Thalmann Financial Services Inc","25.02","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lts^a",
"LTSK","Ladenburg Thalmann Financial Services Inc","24.979","n/a","2018","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ltsk",
"LTSL","Ladenburg Thalmann Financial Services Inc","23.7924","n/a","2017","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ltsl",
"LTSF","Ladenburg Thalmann Financial Services Inc.","24.2362","n/a","2018","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ltsf",
"LAIX","LAIX Inc.","10.84","$532.81M","2018","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/laix",
"LSBK","Lake Shore Bancorp, Inc.","14.9","$89.44M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/lsbk",
"LBAI","Lakeland Bancorp, Inc.","17.1","$862.45M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/lbai",
"LKFN","Lakeland Financial Corporation","48.81","$1.24B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/lkfn",
"LAKE","Lakeland Industries, Inc.","12.36","$99.05M","1986","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/lake",
"LRCX","Lam Research Corporation","207.78","$31.15B","1984","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lrcx",
"LAMR","Lamar Advertising Company","81.55","$8.15B","1996","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/lamr",
"LW","Lamb Weston Holdings, Inc.","67.1","$9.81B","2016","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/lw",
"LANC","Lancaster Colony Corporation","151.59","$4.17B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/lanc",
"LCA","Landcadia Holdings II, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lca",
"LNDC","Landec Corporation","10.2","$297.66M","1996","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/lndc",
"LARK","Landmark Bancorp Inc.","24.8999","$108.87M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/lark",
"LMRK","Landmark Infrastructure Partners LP","15.26","$386.66M","2014","Consumer Services","Real Estate","https://www.nasdaq.com/symbol/lmrk",
"LMRKN","Landmark Infrastructure Partners LP","24.975","$49.95M","n/a","Consumer Services","Real Estate","https://www.nasdaq.com/symbol/lmrkn",
"LMRKO","Landmark Infrastructure Partners LP","24.9999","$61.58M","n/a","Consumer Services","Real Estate","https://www.nasdaq.com/symbol/lmrko",
"LMRKP","Landmark Infrastructure Partners LP","25.5501","$40.71M","n/a","Consumer Services","Real Estate","https://www.nasdaq.com/symbol/lmrkp",
"LE","Lands&#39; End, Inc.","17.23","$555.66M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/le",
"LSTR","Landstar System, Inc.","112.08","$4.5B","1993","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/lstr",
"LCI","Lannett Co Inc","8.54","$335.51M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/lci",
"LNTH","Lantheus Holdings, Inc.","26.07","$1.01B","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/lnth",
"LTRX","Lantronix, Inc.","3.48","$78.17M","2000","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/ltrx",
"LPI","Laredo Petroleum, Inc.","3.43","$820.47M","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/lpi",
"LVS","Las Vegas Sands Corp.","68.44","$52.89B","2004","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/lvs",
"LTM","LATAM Airlines Group S.A.","9.96","$6.04B","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/ltm",
"LSCC","Lattice Semiconductor Corporation","14.79","$1.95B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/lscc",
"LAUR","Laureate Education, Inc.","15.95","$3.58B","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/laur",
"LAWS","Lawson Products, Inc.","32.98","$295.8M","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/laws",
"LGI","Lazard Global Total Return and Income Fund","15.65","$150.32M","2004","n/a","n/a","https://www.nasdaq.com/symbol/lgi",
